StudentID,Student_Name,Have_Speaking_Skill?,Have_Leadership_Skill?,Average_Extracurricular_Activity_Marks,Average_Subject_Marks,Average_Group_Work_Marks,Favourite_Sports,Favourite_Hobby,Have_Presentation_Skill?,Gender,Friends,Favourite_Subject,Is_Social?,Average_Teacher_Rating_For_Group_Works
395,Sanjana Mehta,Yes,No,52.16,65.34,53.24,"['Football', 'Tennis']",Reading,No,Male,Singh,English,Yes,4.7
396,Nimesh Desai,No,No,70.51,76.32,54.18,"['Football', 'Netball']",Dancing,No,Female,"Patel, Kapoor, Vikas",Science,Yes,3.5
397,Nalini Singh,No,Yes,58.61,77.92,64.6,"['Swimming', 'Football']",Cooking,No,Male,Dasun,Maths,Yes,3.7
398,Anil Mehta,Yes,Yes,54.58,66.66,61.38,['Volleyball'],Gardening,No,Male,"Gaurav, Verma",Maths,Yes,4.5
399,Dev Sharma,No,No,55.97,77.53,73.55,['Cricket'],Music,Yes,Female,"Raj, Kapoor",English,No,3.9
400,Anushka Singh,Yes,Yes,58.75,66.57,65.51,"['Rugby', 'Tennis']",Cooking,No,Female,"Singh, Sharma, Kasun",English,No,4.9
401,Vinay Mehta,Yes,Yes,55.25,76.49,61.72,['Volleyball'],Writing,No,Male,"Desai, Nair, Raj",Science,Yes,2.8
402,Mithun Kularatne,Yes,No,72.48,65.27,50.73,['Netball'],Playing guitar,Yes,Female,"Fernando, Raj",English,Yes,3.6
403,Kavita Raj,No,No,65.39,70.97,50.15,['Swimming'],Reading,No,Male,"Pooja, Dev",English,No,2.8
404,Kasun Sharma,No,Yes,65.12,76.94,66.68,"['Basketball', 'Cricket']",Writing,No,Male,"Anushka, Sharma",Maths,Yes,3.5
405,Arjun Raj,Yes,Yes,52.59,69,65.95,['Netball'],Reading,Yes,Male,Karan,English,Yes,4
406,Vinay Raj,No,Yes,58.49,82.66,50.54,['Football'],Cooking,No,Female,"Singh, Manish",Science,Yes,4.4
407,Priyanka Mehta,Yes,Yes,56.64,78.22,70.85,"['Volleyball', 'Basketball']",Writing,Yes,Female,"Amara, Neha, Ariyarathna",English,No,3.6
408,Mohit Singh,No,No,53.46,81.32,57.19,"['Cricket', 'Football']",Writing,Yes,Male,"Verma, Raj",History,Yes,3.9
409,Reena Raj,No,No,74.18,68.58,52.29,"['Cricket', 'Tennis']",Music,Yes,Female,"Kapoor, Vikram",Science,No,2.9
410,Anushka Singh,No,Yes,51.71,72.35,74.56,"['Volleyball', 'Cricket']",Cooking,No,Female,"Singh, Raj, Sharma",Maths,Yes,2.9
411,Dev Kapoor,Yes,Yes,58.18,70.16,74.65,"['Football', 'Tennis']",Playing guitar,No,Female,"Raj, Karan",History,No,2.6
412,Sejal Desai,Yes,Yes,62.04,79.87,51.71,"['Tennis', 'Volleyball']",Writing,No,Female,"Singh, Mehta, Gaurav",Maths,Yes,4.7
413,Rajesh Kularatne,No,Yes,58.31,66.99,54.91,"['Netball', 'Swimming']",Writing,No,Female,"Manish, Kapoor, Amara",History,Yes,4.9
414,Kasun Singh,Yes,No,57.74,67.51,63,['Rugby'],Cooking,Yes,Female,"Karan, Silva, Anil",Maths,Yes,3.1
415,Aman Sharma,Yes,Yes,64.65,66.06,67.4,['Football'],Reading,Yes,Female,"Patel, Desai, Raj",Art,Yes,4.5
416,Anil Sharma,No,Yes,57.85,83.91,53.16,"['Football', 'Basketball']",Dancing,No,Male,Sharma,Science,Yes,3.3
417,Kavita Kaur,Yes,No,58.56,81.39,70.46,"['Netball', 'Cricket']",Gardening,Yes,Male,"Kapoor, Sharma",Maths,No,2.7
418,Reena Sharma,Yes,No,56.32,70.95,70.86,['Cricket'],Photography,Yes,Female,Aakash,History,No,2.9
419,Riya Raj,Yes,Yes,55.32,78.77,61.88,['Cricket'],Writing,No,Male,"Naveen, Mithun",Science,No,3.8
420,Aditya Sharma,No,No,73.76,84.16,59.87,"['Cricket', 'Basketball']",Cooking,No,Female,"Rohit, Gamage",English,No,4.3
421,Arun Desai,No,No,70.4,68.57,51.87,['Cricket'],Cooking,Yes,Male,Aakash,Art,No,4.6
422,Anushka Sharma,No,Yes,68.04,82.11,65.42,"['Tennis', 'Cricket']",Photography,Yes,Male,"Verma, Raj, Rohan",Art,No,3.9
423,Anushka Ariyarathna,Yes,No,69.49,68.28,69.05,['Rugby'],Playing guitar,Yes,Male,"Ananya, Arun",History,Yes,2.9
424,Rohit Verma,No,No,71.38,70.6,58.77,"['Netball', 'Tennis']",Writing,Yes,Female,"Mohit, Kaur, Anjali",Science,Yes,3.8
425,Ananya Rana,Yes,Yes,55.28,79.95,64.84,['Basketball'],Playing guitar,Yes,Male,"Gaurav, Singh, Mehta",Science,No,3.2
426,Reena Ariyarathna,No,No,56.12,83.28,69.38,['Basketball'],Gardening,No,Female,"Singh, Sneha",History,No,4.3
427,Rohan Mehta,Yes,No,63.9,81.28,65.23,['Volleyball'],Dancing,Yes,Female,Aditya,History,Yes,5
428,Arun Mehta,Yes,No,63.7,68.92,56.15,"['Cricket', 'Football']",Writing,Yes,Male,"Rohit, Dev",History,Yes,4.5
429,Mithun Ariyarathna,No,No,55.05,75.62,56.14,['Basketball'],Painting,Yes,Female,Anil,Science,No,2.7
430,Rohan Patel,Yes,Yes,53.06,70.07,63.93,"['Basketball', 'Netball']",Playing guitar,Yes,Female,"Rajesh, Mehta",Science,Yes,3.7
431,Ananya Sharma,Yes,Yes,51.76,69.01,60.2,"['Netball', 'Basketball']",Painting,Yes,Female,"Sneha, Dev",History,No,2.6
432,Gaurav Mehta,No,No,55.61,78.43,65.06,"['Tennis', 'Cricket']",Gardening,Yes,Male,"Patel, Mohit",History,Yes,4.2
433,Dev Sharma,No,Yes,66.73,84.52,73.03,['Football'],Painting,No,Male,"Kunal, Perera",History,No,4.7
434,Reena Raj,No,No,62.67,73.18,56.15,"['Swimming', 'Football']",Music,Yes,Male,"Raj, Vikas, Kapoor",Science,Yes,2.7
435,Anjali Desai,No,Yes,60.53,84.43,58.99,"['Netball', 'Tennis']",Cooking,Yes,Female,"Vinay, Mohit",Maths,Yes,3.2
436,Kunal Raj,Yes,No,62.71,79.78,74.75,"['Basketball', 'Rugby']",Reading,No,Male,"Sneha, Verma, Raj",Science,No,4.4
437,Anushka Singh,Yes,No,72.47,75.58,52.6,"['Football', 'Rugby']",Cooking,Yes,Female,Aman,History,Yes,3.6
438,Pooja Raj,No,No,56.67,77.86,52.95,['Football'],Writing,Yes,Female,Riya,English,Yes,3.2
439,Shruti Singh,Yes,Yes,52.57,81.26,58.33,"['Tennis', 'Volleyball']",Playing guitar,Yes,Female,Rahul,Maths,No,3
440,Amara Verma,No,No,52.19,79.54,51.52,"['Netball', 'Volleyball']",Gardening,Yes,Male,"Das, Aditya",History,Yes,3.4
441,Karan Ariyarathna,No,Yes,65.4,73.35,73.23,"['Tennis', 'Cricket']",Playing guitar,No,Male,"Raj, Desai",English,No,3.1
442,Sanjana Silva,Yes,No,51.29,81.59,71.63,"['Cricket', 'Swimming']",Painting,Yes,Female,Das,Science,Yes,4.8
443,Priyanka Sharma,No,Yes,58.16,66.92,56.95,['Rugby'],Reading,Yes,Male,"Mehta, Rao",English,No,3.3
444,Reena Sharma,Yes,Yes,70.68,71.52,54.53,['Rugby'],Writing,Yes,Male,"Kapoor, Simran, Raj",Art,Yes,4
445,Aman Fernando,No,No,73.29,83.73,64.28,['Netball'],Painting,No,Female,"Gamage, Rao, Mehta",Art,Yes,4.6
446,Vinay Mehta,No,Yes,56.66,79.61,73.82,['Rugby'],Gardening,Yes,Male,"Rajesh, Arun, Raj",English,No,4.3
447,Priyanka Mehta,No,Yes,72.86,71.33,58.22,"['Football', 'Swimming']",Writing,No,Female,"Anil, Priyanka",Art,No,4.3
448,Anjali Kapoor,Yes,No,61.18,71.18,50.81,"['Volleyball', 'Football']",Reading,No,Male,"Desai, Dasun",English,Yes,4.7
449,Anil Singh,No,Yes,59.27,66.55,60.71,['Volleyball'],Music,Yes,Male,"Silva, Verma, Anjali",Maths,No,3.1
450,Aman Desai,Yes,Yes,56.64,67.96,71.38,['Cricket'],Writing,No,Male,"Raj, Kasun",Science,Yes,3.3
451,Arjun Verma,No,No,62.34,72.39,67.57,"['Rugby', 'Basketball']",Cooking,No,Female,"Patel, Mohit",English,Yes,4.5
452,Kavya Verma,No,Yes,69.49,65.33,64.26,"['Cricket', 'Netball']",Reading,Yes,Male,"Singh, Nimesh, Verma",English,No,3.5
453,Arjun Kaur,Yes,Yes,72.7,72.06,53.69,['Rugby'],Painting,Yes,Male,"Simran, Kularatne, Verma",History,No,4
454,Rahul Kapoor,Yes,Yes,68.8,67.03,62.28,"['Football', 'Volleyball']",Gardening,Yes,Female,"Priyanka, Verma, Verma",Science,No,3.3
455,Neha Rao,No,No,59.8,79.09,72.57,"['Cricket', 'Swimming']",Playing guitar,No,Male,"Neha, Naveen",English,Yes,4.8
456,Kavya Mehta,Yes,Yes,57.16,69.78,51.65,['Rugby'],Photography,No,Female,Desai,Art,No,5
457,Aditya Mehta,No,Yes,64.31,71.73,64.31,['Basketball'],Reading,No,Male,"Kavya, Desai",History,Yes,3.1
458,Rhea Gamage,Yes,Yes,66.78,85,53.64,"['Rugby', 'Football']",Dancing,No,Male,"Riya, Mehta",English,Yes,3
459,Shruti Raj,No,Yes,58.04,73.87,58.05,['Basketball'],Music,Yes,Female,"Gamage, Silva, Sneha",Science,No,2.7
460,Rhea Verma,Yes,No,72,74.24,53.85,['Volleyball'],Writing,No,Male,"Verma, Verma, Singh",Art,No,2.7
461,Anil Rao,No,No,67.26,73.07,58.01,['Football'],Gardening,Yes,Female,"Rana, Das, Singh",Maths,No,4.9
462,Nimesh Mehta,Yes,No,51.37,82.17,55.8,['Cricket'],Reading,Yes,Male,"Silva, Rohan, Arun",Science,No,3.5
463,Mithun Sharma,No,Yes,51.22,73.61,59.32,['Swimming'],Photography,No,Male,"Arjun, Desai, Fernando",History,Yes,3.1
464,Anil Ariyarathna,Yes,Yes,70.87,71.07,61.01,"['Cricket', 'Tennis']",Cooking,Yes,Male,"Priya, Rahul, Ananya",Science,No,3.3
465,Rohit Ariyarathna,No,No,66.71,67.88,65.12,['Swimming'],Dancing,No,Female,"Anushka, Fernando, Sneha",Maths,No,3.3
466,Aditya Singh,No,No,65.53,76.72,61,"['Football', 'Rugby']",Writing,No,Female,Singh,Art,Yes,3.3
467,Aditya Mehta,No,Yes,67.11,75.45,67.16,"['Swimming', 'Volleyball']",Gardening,No,Female,Fernando,History,No,3.2
468,Kavya Kapoor,Yes,Yes,73.49,77.2,65.86,"['Tennis', 'Volleyball']",Dancing,No,Female,"Kapoor, Anushka",Science,Yes,3.7
469,Kavya Gamage,No,Yes,68.37,70.82,67.03,"['Cricket', 'Football']",Writing,Yes,Male,"Kularatne, Singh",Science,Yes,4.4
470,Ananya Singh,Yes,No,58.67,76.88,74.5,['Football'],Reading,Yes,Female,Rahul,History,No,3.9
471,Mithun Raj,Yes,Yes,65.63,81.92,58.02,['Volleyball'],Gardening,Yes,Female,"Vinay, Neha, Singh",History,Yes,2.5
472,Nalini Raj,Yes,Yes,51.61,78.07,52.25,['Cricket'],Playing guitar,Yes,Female,"Nair, Kapoor",Art,Yes,3
473,Sunil Silva,No,Yes,66.73,75.27,52.15,['Volleyball'],Cooking,Yes,Female,"Rohan, Sharma",English,Yes,4.6
474,Shruti Sharma,Yes,No,73.98,77.06,63.13,['Netball'],Cooking,Yes,Male,Sharma,History,Yes,3.4
475,Sanjana Singh,Yes,Yes,56.2,76.15,70.88,"['Netball', 'Cricket']",Painting,Yes,Male,"Anil, Kapoor, Gaurav",History,No,2.8
476,Rohit Mehta,Yes,No,67.66,75.13,55.32,"['Football', 'Rugby']",Writing,No,Female,"Verma, Mehta, Sneha",Maths,No,2.8
477,Dev Kapoor,Yes,Yes,64.19,65.36,51.08,['Rugby'],Reading,No,Male,"Sharma, Vikas",Maths,No,4.4
478,Aman Singh,Yes,Yes,52.85,76.06,59.94,"['Tennis', 'Cricket']",Playing guitar,No,Male,"Rao, Manish, Simran",Art,Yes,2.8
479,Vikas Patel,Yes,Yes,71.21,70.64,55.5,"['Football', 'Volleyball']",Music,Yes,Female,"Ananya, Desai, Patel",Art,Yes,4
480,Shruti Silva,No,Yes,60.61,70.23,60.93,['Netball'],Cooking,Yes,Female,Raj,English,No,3.8
481,Sanjana Verma,No,Yes,54.45,81.26,52.71,"['Tennis', 'Rugby']",Painting,No,Male,"Mohit, Sanjana, Aditya",History,No,4.2
482,Pooja Singh,No,Yes,69.4,66.79,61,['Basketball'],Reading,No,Male,"Verma, Kavita",English,Yes,3.1
483,Manish Kapoor,Yes,Yes,54.3,82.77,53.01,['Tennis'],Reading,Yes,Female,"Simran, Singh, Verma",Art,No,4.3
484,Neha Patel,Yes,No,60.49,69.61,50.16,['Swimming'],Dancing,No,Female,"Verma, Sharma",Art,Yes,3.2
485,Shreya Rana,No,Yes,55.77,70.95,63.64,['Rugby'],Playing guitar,Yes,Female,"Singh, Kasun",Art,No,3.2
486,Dasun Desai,No,Yes,58.49,77.64,60.79,['Football'],Reading,No,Female,"Singh, Kapoor",Art,Yes,3.1
487,Dev Fernando,No,No,55.28,74,51.89,['Cricket'],Playing guitar,Yes,Male,"Vikas, Patel",Maths,Yes,4.7
488,Anil Singh,No,Yes,69.3,78.06,53.87,['Rugby'],Gardening,Yes,Male,"Fernando, Mohit, Dev",History,Yes,2.5
489,Kavya Kularatne,Yes,No,58.7,72.61,62.24,['Football'],Reading,No,Male,"Sharma, Desai",Art,Yes,3.1
490,Kavita Fernando,No,No,56.45,83.44,64.25,"['Tennis', 'Netball']",Gardening,No,Male,Sharma,Art,Yes,3.5
491,Vikas Raj,No,Yes,66.41,84.55,52.1,"['Tennis', 'Football']",Playing guitar,No,Female,"Sanjana, Arjun, Kularatne",History,No,3.7
492,Naveen Singh,No,Yes,65.31,74.58,56.62,['Cricket'],Photography,Yes,Male,Mohit,History,No,4.7
493,Arun Das,No,No,58.84,78.53,69.41,"['Basketball', 'Football']",Photography,Yes,Male,Anil,Maths,Yes,4.9
494,Kasun Raj,No,No,61.33,84.27,58.2,"['Football', 'Basketball']",Painting,Yes,Male,Kapoor,Art,Yes,3.2
495,Ananya Fernando,Yes,No,70.62,77.5,64.85,"['Volleyball', 'Cricket']",Painting,No,Female,"Arun, Das",English,No,2.6
496,Vikram Kapoor,Yes,Yes,73.79,66.44,65.66,"['Rugby', 'Cricket']",Dancing,No,Female,"Verma, Desai",History,Yes,4.8
497,Riya Kapoor,No,No,52.55,74.38,52.91,"['Swimming', 'Basketball']",Reading,Yes,Female,Silva,Maths,Yes,3.6
498,Vikram Perera,Yes,Yes,52.71,81.63,52.2,['Rugby'],Photography,No,Male,Nimesh,English,No,3.1
499,Vikas Raj,No,Yes,53.08,84.98,72.89,"['Tennis', 'Basketball']",Photography,Yes,Male,"Mehta, Arjun",English,Yes,4.4
500,Rohan Mehta,Yes,No,52.61,80.02,57.7,['Cricket'],Playing guitar,Yes,Male,"Sanjana, Verma, Kavya",Maths,Yes,3.6
501,Reena Sharma,Yes,No,70.06,78.97,68.57,['Volleyball'],Reading,Yes,Female,"Singh, Singh",Science,No,3.5
502,Sneha Sharma,Yes,Yes,61.72,75.45,74.75,"['Netball', 'Basketball']",Photography,No,Male,"Rao, Anushka",Art,No,5
503,Manish Das,Yes,No,70.37,70.31,52.67,['Basketball'],Gardening,No,Female,"Raj, Sharma, Vikram",Science,No,4.6
504,Manish Singh,No,Yes,72.74,72.35,54.21,"['Cricket', 'Volleyball']",Reading,No,Male,Desai,English,No,3
505,Shreya Mehta,No,Yes,72.72,76.45,55.6,['Swimming'],Playing guitar,No,Male,Mithun,Maths,Yes,4.5
506,Anil Rao,Yes,No,50.52,79.6,58.75,"['Swimming', 'Volleyball']",Gardening,Yes,Female,Nimesh,Science,Yes,3.8
507,Aditya Patel,Yes,Yes,68.34,66.78,61.59,"['Basketball', 'Volleyball']",Dancing,Yes,Female,Simran,Maths,Yes,3.8
508,Sanjana Sharma,Yes,Yes,65.73,81.55,52.01,['Netball'],Reading,Yes,Female,"Mehta, Das, Sanjana",English,Yes,3.9
509,Amara Rana,No,No,51.05,82.19,67.97,['Swimming'],Music,Yes,Female,"Mehta, Patel",History,Yes,4.9
510,Reena Patel,No,No,60.91,78.16,56.08,"['Netball', 'Cricket']",Playing guitar,Yes,Female,"Kularatne, Raj",History,No,2.5
511,Aman Raj,No,Yes,65.73,79.97,53.13,['Tennis'],Writing,Yes,Male,"Reena, Arjun, Patel",Science,Yes,5
512,Rahul Desai,No,No,53.63,71.22,50.45,"['Cricket', 'Netball']",Reading,No,Male,"Sharma, Kularatne",Art,Yes,2.6
513,Arun Raj,No,Yes,57.99,65.9,73.63,"['Tennis', 'Netball']",Dancing,No,Female,"Gaurav, Nair, Gamage",Art,No,2.7
514,Rhea Raj,No,Yes,54.02,76.45,67,['Netball'],Dancing,Yes,Male,Verma,History,Yes,3.3
515,Priyanka Singh,Yes,Yes,50.76,71.03,65.09,['Rugby'],Playing guitar,No,Male,"Patel, Patel, Anil",Science,No,3
516,Nimesh Sharma,No,No,58.7,73.43,71.13,['Tennis'],Playing guitar,No,Female,Silva,Science,Yes,4.4
517,Rohan Patel,Yes,No,69.9,79.16,70.08,['Rugby'],Dancing,No,Male,"Shreya, Kavya, Singh",Maths,No,3.9
518,Nalini Silva,Yes,No,60.86,71.89,51.4,['Tennis'],Gardening,No,Female,Priya,English,Yes,4.8
519,Rahul Rana,Yes,No,64.66,83.46,66.25,['Volleyball'],Reading,Yes,Female,"Patel, Vikram, Patel",Science,No,3.8
520,Rajesh Singh,No,No,54.05,71.09,72.6,"['Rugby', 'Cricket']",Music,No,Male,Mohit,Art,Yes,2.9
521,Reena Verma,No,Yes,57.5,72.36,60.66,"['Rugby', 'Netball']",Photography,No,Male,"Fernando, Priyanka, Mehta",English,Yes,2.7
522,Arjun Mehta,No,Yes,59.21,70.01,50.19,['Football'],Writing,Yes,Male,"Rajesh, Anjali",Art,No,2.6
523,Simran Mehta,Yes,No,64.66,81.33,57.24,"['Tennis', 'Football']",Playing guitar,Yes,Female,"Sneha, Rao, Naveen",Maths,No,3.4
524,Nalini Verma,Yes,Yes,55.32,81.02,66.05,"['Tennis', 'Rugby']",Reading,Yes,Male,"Sejal, Singh",English,Yes,3.4
525,Shreya Kaur,No,No,56.89,84.34,65.38,['Basketball'],Gardening,No,Female,"Nimesh, Neha",Science,No,3
526,Neha Sharma,Yes,Yes,52.12,79.45,63.91,"['Cricket', 'Rugby']",Gardening,Yes,Male,Simran,Science,No,4.7
527,Naveen Sharma,No,Yes,50.7,74.42,50.06,['Swimming'],Music,Yes,Male,Kapoor,History,Yes,3.3
528,Naveen Singh,Yes,No,66.34,73.73,51.53,"['Football', 'Swimming']",Photography,Yes,Male,"Rohan, Kunal",Art,Yes,3.8
529,Karan Patel,No,Yes,73.57,80.58,58.88,['Tennis'],Photography,No,Male,"Patel, Mehta, Sneha",Science,Yes,4
530,Vinay Raj,No,Yes,57.55,67.31,58.33,"['Netball', 'Football']",Music,No,Male,"Sharma, Rohan, Raj",Maths,No,4.8
531,Aman Das,No,Yes,61.87,67,50.15,"['Netball', 'Rugby']",Cooking,No,Female,"Sharma, Singh, Singh",History,Yes,4.4
532,Vikas Fernando,No,No,70.72,73.18,66.9,['Cricket'],Gardening,Yes,Female,"Amara, Raj",Science,No,4.5
533,Reena Sharma,No,Yes,57.59,72.24,72.69,"['Volleyball', 'Netball']",Gardening,Yes,Female,"Arjun, Desai, Neha",Art,Yes,4.8
534,Pooja Fernando,Yes,Yes,55.02,67.28,56.88,['Football'],Playing guitar,Yes,Female,Rao,English,No,2.7
535,Sanjana Sharma,Yes,Yes,71.25,83.09,66.31,"['Netball', 'Football']",Dancing,Yes,Female,"Patel, Sharma",English,No,4.3
536,Manish Nair,Yes,No,50.92,75.19,69.51,"['Football', 'Volleyball']",Reading,No,Female,"Kapoor, Sunil",History,No,3.6
537,Aditya Sharma,No,No,73.08,70.11,72.09,['Cricket'],Photography,No,Female,"Fernando, Sunil, Priyanka",History,Yes,4.8
538,Dasun Kaur,Yes,No,50.71,77.13,57.17,"['Volleyball', 'Swimming']",Gardening,No,Male,"Fernando, Mehta",English,No,3.5
539,Rohan Raj,Yes,Yes,70.29,67.19,58.41,['Football'],Gardening,Yes,Male,"Sanjana, Nalini",English,Yes,3.8
540,Sejal Nair,No,Yes,65.77,72.78,65.36,['Basketball'],Dancing,Yes,Male,Desai,English,Yes,4.6
541,Anjali Patel,Yes,No,53.11,81.37,71.59,['Basketball'],Photography,Yes,Female,"Perera, Raj, Priya",Art,Yes,4.7
542,Nalini Silva,Yes,No,58.59,71.49,53.75,['Netball'],Gardening,Yes,Female,Kaur,History,Yes,3.9
543,Vikas Singh,No,No,72.76,84.39,55.67,"['Football', 'Volleyball']",Gardening,No,Male,"Singh, Amara, Priyanka",Maths,No,3.8
544,Dasun Kaur,Yes,No,63.23,71.36,59.26,['Basketball'],Cooking,No,Male,Riya,Science,No,2.9
545,Sanjana Patel,Yes,Yes,74.17,83.91,53.51,"['Netball', 'Cricket']",Gardening,Yes,Male,"Raj, Naveen, Mehta",Science,No,4.6
546,Simran Perera,No,No,74.33,84.52,61.38,"['Tennis', 'Rugby']",Playing guitar,Yes,Male,Neha,History,No,5
547,Mithun Singh,Yes,No,50.9,71.36,66.63,"['Cricket', 'Swimming']",Cooking,Yes,Male,"Verma, Mehta, Vikram",Art,Yes,2.5
548,Kavita Perera,Yes,No,56.1,72.95,57.38,"['Rugby', 'Swimming']",Gardening,Yes,Male,"Shruti, Rohan",English,No,3.6
549,Naveen Sharma,Yes,No,71.69,81.38,57.26,['Football'],Cooking,Yes,Female,"Vikas, Mehta, Riya",English,Yes,2.6
550,Riya Kapoor,Yes,No,57.8,65.84,65.58,['Basketball'],Playing guitar,Yes,Male,"Mehta, Mohit, Desai",Maths,No,3.5
551,Rohan Verma,No,Yes,62.85,68.86,65.98,"['Tennis', 'Cricket']",Photography,Yes,Male,"Aman, Shruti",Science,No,3.4
552,Vikram Kapoor,No,No,70.66,68.99,68.81,"['Football', 'Cricket']",Cooking,No,Female,"Reena, Sanjana, Anushka",English,No,4.7
553,Sunil Kapoor,No,Yes,72.7,75.48,65.01,['Basketball'],Music,Yes,Female,"Vinay, Manish, Das",Science,Yes,4
554,Aditya Singh,Yes,No,71.62,80.43,63.68,['Football'],Dancing,Yes,Female,Priyanka,Art,Yes,4.2
555,Riya Gamage,No,Yes,52.33,65.89,69.12,"['Rugby', 'Netball']",Writing,No,Female,"Mohit, Singh",History,Yes,4.9
556,Aakash Sharma,Yes,No,68.53,76.59,65.51,['Rugby'],Cooking,Yes,Female,"Sanjana, Sharma, Perera",Science,Yes,4.2
557,Ananya Desai,Yes,Yes,54.2,71.51,55.63,['Rugby'],Reading,Yes,Female,"Kapoor, Singh",English,No,3.2
558,Nalini Sharma,Yes,No,71.3,78.4,60.44,"['Football', 'Cricket']",Playing guitar,Yes,Female,"Gaurav, Singh, Kavita",Art,No,4.7
559,Rohit Patel,No,Yes,53.79,69.1,51.04,"['Rugby', 'Football']",Cooking,Yes,Male,Kapoor,English,No,4.6
560,Neha Verma,Yes,Yes,60.6,80.21,62.46,['Basketball'],Playing guitar,Yes,Male,Kapoor,Science,No,2.8
561,Amara Sharma,Yes,No,61.42,75.23,57.6,"['Tennis', 'Rugby']",Painting,No,Male,Nair,English,No,2.5
562,Rohan Kapoor,No,Yes,63.35,69.88,69.43,"['Swimming', 'Volleyball']",Photography,Yes,Male,"Desai, Singh, Karan",English,No,4.1
563,Manish Kaur,No,No,59.93,77.42,69.9,"['Tennis', 'Netball']",Reading,Yes,Male,Vikram,Science,No,4.1
564,Dasun Mehta,No,No,69.41,71.26,68.08,['Cricket'],Cooking,Yes,Female,Gaurav,English,No,4.7
565,Rajesh Raj,Yes,No,61.09,71.74,67.43,['Swimming'],Writing,No,Female,"Rajesh, Mehta, Kapoor",Science,Yes,4
566,Sunil Silva,Yes,Yes,65.24,67.58,59.83,['Volleyball'],Photography,Yes,Male,Mithun,Maths,Yes,4.6
567,Dasun Sharma,Yes,No,67.01,77.45,51.45,"['Netball', 'Volleyball']",Photography,No,Male,"Verma, Rhea",Science,No,2.8
568,Sanjana Singh,Yes,Yes,52.26,77.4,60.27,['Cricket'],Reading,Yes,Male,"Raj, Patel, Sanjana",Maths,No,4.8
569,Karan Perera,Yes,Yes,68.68,82.02,70.09,"['Rugby', 'Basketball']",Cooking,Yes,Male,Nimesh,English,Yes,4.4
570,Kunal Kapoor,No,No,70.58,73.04,72.5,"['Football', 'Volleyball']",Reading,No,Male,"Patel, Mithun, Vikas",English,Yes,2.9
571,Mohit Desai,No,Yes,51.81,77.56,58.09,"['Football', 'Volleyball']",Music,Yes,Female,"Kapoor, Rhea, Aditya",History,No,4.3
572,Anjali Singh,No,No,73.26,74.65,54.19,"['Tennis', 'Basketball']",Writing,Yes,Female,"Simran, Sanjana",Art,No,2.6
573,Neha Raj,No,No,54.33,75.85,53.45,"['Basketball', 'Cricket']",Playing guitar,Yes,Male,Raj,Art,Yes,3.8
574,Rahul Singh,Yes,Yes,66.05,75.64,70.63,['Volleyball'],Writing,No,Male,"Singh, Gamage, Sanjana",Art,Yes,4.6
575,Dev Gamage,No,Yes,50.32,70.82,73.75,"['Rugby', 'Netball']",Cooking,Yes,Female,"Rajesh, Patel",Science,No,3.5
576,Kavita Patel,Yes,No,54.1,65.53,71.64,['Volleyball'],Reading,No,Female,Manish,History,No,4
577,Kavya Patel,Yes,Yes,69.85,80.43,66.13,['Cricket'],Reading,Yes,Female,Raj,Art,Yes,3
578,Rhea Ariyarathna,Yes,Yes,63,75.01,62.37,['Volleyball'],Painting,No,Male,"Sharma, Vinay, Singh",Maths,No,3.8
579,Anil Gamage,Yes,No,73.3,75.82,51.41,['Netball'],Music,No,Female,Rao,History,Yes,3.3
580,Mithun Verma,No,No,67.18,84.56,51.32,"['Rugby', 'Basketball']",Photography,Yes,Male,Simran,Maths,Yes,3
581,Anjali Kapoor,No,No,57.19,84.96,60.29,"['Rugby', 'Cricket']",Writing,Yes,Male,Sharma,English,Yes,4.5
582,Ananya Verma,No,No,59.2,66.62,72.27,"['Swimming', 'Basketball']",Reading,No,Male,"Priya, Mehta",Science,Yes,3.7
583,Ananya Kapoor,Yes,Yes,56.3,84.87,70.89,['Cricket'],Gardening,No,Female,Patel,History,No,4.7
584,Priya Verma,No,No,55.58,65.63,66.03,"['Netball', 'Rugby']",Photography,Yes,Female,Silva,Art,Yes,3.4
585,Shreya Patel,No,No,50.27,74.29,56.12,['Basketball'],Writing,Yes,Male,"Kavita, Nimesh, Patel",Science,No,4.6
586,Rajesh Mehta,Yes,No,73.36,70.88,53.74,['Rugby'],Reading,No,Female,Verma,Maths,Yes,3
587,Manish Mehta,No,Yes,61.38,69.07,60.19,"['Swimming', 'Volleyball']",Reading,No,Female,"Nalini, Karan",English,Yes,3.8
588,Kasun Desai,No,Yes,67.2,67.39,50.43,['Volleyball'],Cooking,No,Female,Patel,Art,No,4.8
589,Vikram Desai,Yes,Yes,55.95,68.16,71.31,['Netball'],Cooking,Yes,Female,"Rahul, Amara",Art,No,3.1
590,Rhea Nair,Yes,Yes,71.61,67.84,72.47,['Netball'],Gardening,Yes,Male,Desai,Art,No,5
591,Arjun Patel,No,No,71.37,69.51,65.69,"['Tennis', 'Volleyball']",Cooking,No,Male,"Silva, Singh",Maths,Yes,4.4
592,Arjun Singh,No,No,71.93,78.83,55.43,['Basketball'],Dancing,No,Male,"Patel, Singh",Art,Yes,4.1
593,Ananya Silva,No,No,51.63,84.45,55.61,['Rugby'],Photography,No,Male,"Manish, Riya",Science,No,4.1
